CODICEIDENTIFICATIVOSITO;DENOMINAZIONESITOLOGISTICO;INDIRIZZO;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;LATITUDINE;LONGITUDINE;LOCALIZE
007874;parafarmacia del buon consiglio dr.Cinzia bacecci;piazza emilio d'amico 7-8;00001791003;00030;058042;Genazzano;058;RM;Roma;120;Lazio;01/12/2011;-;41.83614;12.97335;1
007910;Healt Point Srl;Via Amatrice 16;11277751001;00199;058091;Roma;058;RM;Roma;120;Lazio;01/12/2011;31/03/2013;41.47954;12.67014;1
007949;Derma S.r.l.;Via Filippo Corridoni, 24;02713180608;03039;060074;Sora;060;FR;Frosinone;120;Lazio;01/01/2012;31/10/2013;41.7326;13.57597;1
007955;SANITARIA E PARAFARMACIA BALDOVINETTI;VIA ALESSIO BALDOVINETTI N. 40/48;11623321004;00142;058091;Roma;058;RM;Roma;120;Lazio;01/01/2012;-;41.92368;12.57115;1
007980;PARAFARMACIA IDEA SALUTE CC ARCA DI CAPENA;VIA TIBERINA 73/A;11636641000;00060;058018;Capena;058;RM;Roma;120;Lazio;01/01/2012;-;42.11968;12.59091;1
008002;parafarmacia albani;via nomentana nuova,87;11707331002;00141;058091;Roma;058;RM;Roma;120;Lazio;01/02/2012;-;41.9095;12.50124;1
008018;AES FARMA;Via Casal del marmo 472-474;11715481005;00166;058091;Roma;058;RM;Roma;120;Lazio;01/02/2012;-;41.92368;12.57115;1
008024;parafarmacia farmaviola;via severo carmignano 1;11706701007;00151;058091;Roma;058;RM;Roma;120;Lazio;01/02/2012;-;41.86899;12.44493;1
008033;PARAFARMACIA D.SSA MARCELLITTI TATIANA;VIA E. WOLF FERRARI 230;11727501006;00124;058091;Roma;058;RM;Roma;120;Lazio;01/02/2012;-;41.92368;12.57115;1
008035;Parafarmacia.Taccone dott.ssa Pina;via Bombay 8-10;10582681002;00144;058091;Roma;058;RM;Roma;120;Lazio;01/02/2012;31/07/2012;41.82309;12.44524;1
008037;D&T Pharma Srl;Via Capri 2;11713761002;00040;058117;Ardea;058;RM;Roma;120;Lazio;01/02/2012;-;41.61287;12.52884;1
008043;Parafarmacia Iafrate Cristiana;Viale Dante 136-138;02721320600;03043;060019;Cassino;060;FR;Frosinone;120;Lazio;01/02/2012;-;41.48665;13.83122;1
008047;PARAFARMACIA DURO LUIGI;VIA NAPOLI, 37;02592630608;03036;060043;Isola del liri;060;FR;Frosinone;120;Lazio;01/02/2012;31/03/2013;41.7162;13.60918;1
008053;Parafarmacia Punto Salute;Via Tiburtina Km 22300;11669991009;00011;058104;Tivoli;058;RM;Roma;120;Lazio;01/02/2012;-;41.96092;12.79888;1
008069;DIMENSIONE SANITARIA SRL;V.LE P.L. NERVI,224/226;02549880595;04100;059011;Latina;059;LT;Latina;120;Lazio;01/02/2012;-;41.46635;12.87783;1
008075;Parafarmacia Lo Speziale srl;piazza Crispi 11;02065580561;01100;056059;Viterbo;056;VT;Viterbo;120;Lazio;01/02/2012;-;42.4165;12.10394;1
008111;PARAFARMACIA DELLA STAZIONE DI RONCI ALBA;VIA MARTIRI DELLE FOSSE ARDEATINE 19/21;02635530591;04012;059005;Cisterna di latina;059;LT;Latina;120;Lazio;01/02/2012;-;41.57339;12.8375;1
008194;Essere Benessere SpA Civitavecchia;Via Baccelli, 116/118;12540590150;00053;058032;Civitavecchia;058;RM;Roma;120;Lazio;01/03/2012;-;42.09058;11.8026;1
008201;EB Holding SpA;Via Cardarelli - ang Via Garbini, 6;12540590150;01100;056059;Viterbo;056;VT;Viterbo;120;Lazio;01/02/2014;28/02/2015;42.4165;12.10394;1
008201;Essere Benessere SpA Viterbo;Via Cardarelli;12540590150;01100;056059;Viterbo;056;VT;Viterbo;120;Lazio;01/03/2012;31/01/2014;42.4165;12.10394;1
008204;Essere Benessere SpARoma Tuscolana;Via Tuscolana, 1048/1058;12540590150;00141;058091;Roma;058;RM;Roma;120;Lazio;01/03/2012;-;41.92368;12.57115;1
008205;Essere Benessere SpA Roma Trionfale;Circonvallazione Trionfale, 110/116;08440100967;00195;058091;Roma;058;RM;Roma;120;Lazio;01/02/2014;31/12/2014;41.91174;12.44977;1
008205;Essere Benessere SpA Roma Trionfale;Circonvallazione Trionfale, 110/116;08894880965;00195;058091;Roma;058;RM;Roma;120;Lazio;01/01/2015;-;41.91174;12.44977;1
008205;Essere Benessere SpA Roma Trionfale;Circonvallazione Trionfale, 110/116;12540590150;00195;058091;Roma;058;RM;Roma;120;Lazio;01/03/2012;31/01/2014;41.91174;12.44977;1
008229;sanitaria parafarmacia di mosconi gloria&francesca;via veio,22;02640730590;04100;059011;Latina;059;LT;Latina;120;Lazio;01/03/2012;-;41.45777;12.89987;1
008234;mast srl;via salaria 164 f;11735251008;00015;058065;Monterotondo;058;RM;Roma;120;Lazio;01/03/2012;-;42.06878;12.6236;1
008287;PARAFARMACIA DIMA;VIA NICCODEMI, 99;01447650332;00137;058091;Roma;058;RM;Roma;120;Lazio;01/03/2012;31/01/2013;41.92368;12.57115;1
008287;PARAFARMACIA DIMA;Via NICCODEMI, 99;01447650332;00137;058091;Roma;058;RM;Roma;120;Lazio;01/02/2013;-;41.92368;12.57115;1
008296;parafarmacia duegi;viale europa 20-22;02477790600;03043;060019;Cassino;060;FR;Frosinone;120;Lazio;01/03/2012;30/11/2012;41.49049;13.83968;1
008302;TSS S.R.L.;Via Casilina Sud 77,100;01641580608;03013;060033;Ferentino;060;FR;Frosinone;120;Lazio;01/03/2012;-;41.69083;13.27859;1
008330;Farmosanitaria La Formichina di asalde Rebeca Jesu;via Salvo d'Acquisto 17/19;02299000592;04015;059019;Priverno;059;LT;Latina;120;Lazio;01/04/2012;-;41.47373;13.17297;1
008344;parafarmacia we care salute e benessere;via Carlo Pirzio Biroli 37;02315031001;00043;058118;Ciampino;058;RM;Roma;120;Lazio;01/04/2012;-;41.80885;12.59409;1
008355;IDEA SALUTE NAVONA;PIAZZA TOR SANGUIGNA 1;11636641000;00186;058091;Roma;058;RM;Roma;120;Lazio;01/04/2012;-;41.90066;12.47257;1
008356;IDEA SALUTE OSTIA;VIA ANDREOTTO SARACINI 59;11636641000;00121;058091;Roma;058;RM;Roma;120;Lazio;01/04/2012;-;41.73287;12.27756;1
008362;Serafino Vincenzo;via dei Due Ponti, 196/E;11616031008;00189;058091;Roma;058;RM;Roma;120;Lazio;01/04/2012;-;41.92368;12.57115;1
008400;Parafarmacia l'Amamelide;Viale Tommaso Tittoni 58/60;02524940596;04017;059025;San felice circeo;059;LT;Latina;120;Lazio;01/05/2012;-;41.24124;13.10063;1
008416;ParaFarmaShop h24 s.n.c.;via silvestro gherardi, 19;10996901004;00146;058091;Roma;058;RM;Roma;120;Lazio;01/05/2012;-;41.86259;12.47168;1
008421;L'arte del farmacista;via nettunense km  7,100;11398171006;00040;058009;Ariccia;058;RM;Roma;120;Lazio;01/06/2012;31/10/2013;41.72111;12.67264;1
008421;p-pharmacy;via nettunense km  7,100;11398171006;00040;058009;Ariccia;058;RM;Roma;120;Lazio;01/05/2012;31/05/2012;41.72111;12.67264;1
008451;Essere Benessere Latina;Via XXI Aprile, 43/51;12540590150;04100;059011;Latina;059;LT;Latina;120;Lazio;01/05/2012;-;41.46635;12.87783;1
008453;Essere Benessere Roma Colli Portuensi;Viale Dei Colli Portuensi, 67/75;12540590150;00151;058091;Roma;058;RM;Roma;120;Lazio;01/05/2012;31/08/2013;41.86532;12.4436;1
008463;Salute e Benessere;via Gustavo D'Arpe 42;11065591007;00128;058091;Roma;058;RM;Roma;120;Lazio;01/05/2012;30/04/2013;41.7653;12.47559;1
008475;DIMENSIONE SANITARIA SRL;V.LE 18 DICEMBRE,118;02549880595;04100;059011;Latina;059;LT;Latina;120;Lazio;01/05/2012;-;41.47141;12.90476;1
008482;PARAFARMACIA GEAM SRL;VIA DELLA CASETTA MATTEI 99/B;10417931002;00148;058091;Roma;058;RM;Roma;120;Lazio;01/05/2012;-;41.86148;12.42068;1
008505;Farmacia Madonna del Piano;Via Madonna del Piano 28/B;02059320602;03017;060045;Morolo;060;FR;Frosinone;120;Lazio;01/06/2012;-;41.64095;13.19063;1
008515;Parafarmacia Moderna  Grottaferrata;via Santovetti, 96;11912071005;00046;058046;Grottaferrata;058;RM;Roma;120;Lazio;01/06/2012;-;41.78794;12.67126;1
008547;chanel2010 srl;VIA GIOVANNI PONTANO 6;11889271000;00141;058091;Roma;058;RM;Roma;120;Lazio;01/06/2012;-;41.94044;12.54485;1
008559;FARMA POINT SRL;VIA GIORGIO SCALIA 3/A;09318791002;00136;058091;Roma;058;RM;Roma;120;Lazio;01/06/2012;-;41.90709;12.44568;1
008600;Parafarmacia Oasinatur;Via Collatina - Località Lunghezza;01013570500;00100;058091;Roma;058;RM;Roma;120;Lazio;01/07/2012;31/03/2013;41.92368;12.57115;1
008612;Farmastore Brocchieri;Via Appia Nuova, 94;10176281003;00040;058057;Marino;058;RM;Roma;120;Lazio;01/07/2012;-;41.7718;12.6118;1
008625;PARAFARMACIE E CELIACHIA FOOD DI COMBI ROBERTA;PIAZZA IX SETTEMBRE N.28/A;11716541005;00048;058072;Nettuno;058;RM;Roma;120;Lazio;01/07/2012;-;41.47722;12.69403;1
008627;paracfa di colucci andrea;via monvalle 8;11856561003;00121;058091;Roma;058;RM;Roma;120;Lazio;01/07/2012;-;41.92368;12.57115;1
008644;Drugstore Brocchieri;Via Terni;10176281003;00182;058091;Roma;058;RM;Roma;120;Lazio;01/07/2012;-;41.49877;12.64309;1
008670;FRAM S.A.S. DI MASTRANGELI AMALIA & C.;VIA GUGLIELMO MARCONI 70;02546910601;03013;060033;Ferentino;060;FR;Frosinone;120;Lazio;01/08/2012;-;41.69561;13.25638;1
008686;PARAFARMACIA SAN BIAGIO;VIA DEI CERASARI 62;11945991005;00018;058075;Palombara sabina;058;RM;Roma;120;Lazio;01/08/2012;-;42.06534;12.76808;1
008693;Parafarmacia Dott.ssa Santini Daniela;Via dell'aereoporto 4c;11930891004;00175;058091;Roma;058;RM;Roma;120;Lazio;01/09/2012;-;41.68133;12.45139;1
008716;L'O  DI  PHARMA;C.so ANITA GARIBALDI 57;02666480591;04019;059032;Terracina;059;LT;Latina;120;Lazio;01/09/2012;-;41.29305;13.24678;1
008721;Parafarmacia Elena Di Biagi;Via Santa Maria delle Grazie n 44;01933950568;01027;056036;Montefiascone;056;VT;Viterbo;120;Lazio;01/09/2012;-;42.54024;12.03379;1
008722;Parafarmacia P90;via A.Moravia 35;10582681002;00143;058091;Roma;058;RM;Roma;120;Lazio;01/09/2012;-;41.92368;12.57115;1
008747;parafarmacia;via valsolda 63;09775661003;00141;058091;Roma;058;RM;Roma;120;Lazio;01/09/2012;-;41.93625;12.52973;1
008756;MEDEXITALIA S.r.l.;Via Gregorio VII, 240;10110851002;00165;058091;Roma;058;RM;Roma;120;Lazio;01/09/2012;-;41.89614;12.44191;1
008759;sales srl;via giulio natta, 3;11153961005;00054;058120;Fiumicino;058;RM;Roma;120;Lazio;01/09/2012;-;41.80954;12.30072;1
008802;FARMAFREE - B&P PHARMA;VIA PONTE DI PISCINA CUPA SNC C/O CASTEL ROMANO SHOPPING VILLAGE;12051701006;00128;058091;Roma;058;RM;Roma;120;Lazio;01/10/2012;-;41.92368;12.57115;1
008805;FARMOSANITARIA LA FORMICHINA DI ASALDE REBECA JESU;VIA PROF. A. CARADONNA 113;02299000592;04015;059019;Priverno;059;LT;Latina;120;Lazio;01/10/2012;-;41.46992;13.18325;1
008819;Para Farmacia Piccioni;Via Val d'Ossola 55;09250861003;00141;058091;Roma;058;RM;Roma;120;Lazio;01/10/2012;-;41.93525;12.5289;1
008839;ESSERE BENESSERE SPA ROMA OSTIA;Via Dei Romagnoli, 211/221;12540590150;00122;058091;Roma;058;RM;Roma;120;Lazio;01/10/2012;31/08/2013;41.7521;12.29534;1
008842;Parafarmacia Monte Mario;Via Giuseppe Allievo,37;12065961000;00135;058091;Roma;058;RM;Roma;120;Lazio;01/10/2012;-;41.93931;12.42555;1
008867;NATURAL FARMA DI ORSALINI VALERIA;PIAZZA M. BURATTI, 18;02092930565;01100;056059;Viterbo;056;VT;Viterbo;120;Lazio;01/11/2012;31/12/2014;42.4165;12.10394;1
008868;FARMAFREE;via Roma,180/182;02672830599;04022;059007;Fondi;059;LT;Latina;120;Lazio;01/11/2012;-;41.35881;13.41763;1
008877;parafarmacia;via calegna 35;04634410650;04024;059009;Gaeta;059;LT;Latina;120;Lazio;01/11/2012;-;41.22445;13.56337;1
008896;Elisir;via tuscolana 950;12062761007;00174;058091;Roma;058;RM;Roma;120;Lazio;01/11/2012;-;41.88284;12.51456;1
008897;PARAFARMACIA DOTT.SSA SERA DI SERA CONCETTINA;VIA STAZIONE N. 21 BIS;02640030603;03032;060008;Arce;060;FR;Frosinone;120;Lazio;01/11/2012;-;41.58431;13.57322;1
008909;PARAFARMACIA PRIMAVERA;VIALE DELLA PRIMAVERA 194;01447650332;00172;058091;Roma;058;RM;Roma;120;Lazio;01/11/2012;31/01/2013;41.88483;12.56004;1
008909;PARAFARMACIA PRIMAVERA;Viale DELLA PRIMAVERA 194;01447650332;00172;058091;Roma;058;RM;Roma;120;Lazio;01/02/2013;-;41.88483;12.56004;1
008932;URBEPHARMA S.R.L;VIA DEI GRECI 30;11990991009;00187;058091;Roma;058;RM;Roma;120;Lazio;01/12/2012;-;41.9075;12.47879;1
008949;FARMASTORE BROCCHIERI;VIA APPIA NUOVA 104;10176281003;00040;058057;Marino;058;RM;Roma;120;Lazio;01/12/2012;-;41.7718;12.6118;1
008968;LA PARAFARMACIA;VIA ALDO MORO 511;02703640603;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/12/2012;31/12/2013;41.69785;13.23881;1
008969;LA PARAFARMACIA;VIA NAPOLI 230;02703640603;03036;060043;Isola del liri;060;FR;Frosinone;120;Lazio;01/12/2012;31/12/2013;41.7162;13.60918;1
008971;GTFarma Parafarmacia;Via Flaminia 275-277;10351821003;00196;058091;Roma;058;RM;Roma;120;Lazio;01/12/2012;-;41.99891;12.49437;1
008984;Parafarmacia dott. Del Monte;via S. Francesco d' Assisi s.n.c.;11969091005;00035;058073;Olevano romano;058;RM;Roma;120;Lazio;01/12/2012;-;41.86252;13.03358;1
008989;aliante srl (conad);viale san domenico, 58;02604730602;03039;060074;Sora;060;FR;Frosinone;120;Lazio;01/12/2012;-;41.70895;13.59794;1
008996;Parafarmacia Dott. Morad di EBRAHIMZADEH MEIDANI M;VIA ROMA 15;02097350561;01010;056041;Oriolo romano;056;VT;Viterbo;120;Lazio;01/01/2013;31/12/2013;42.15627;12.13884;1
009027;BOTROS SHERIN WAGIH KRASS;VIA UMBERTO LILLONI 62;11648211008;00125;058091;Roma;058;RM;Roma;120;Lazio;01/01/2013;-;41.77446;12.34371;1
009028;Parafarmacia Sanipharma;piazza 14 febbraio n.11;01425770607;03043;060019;Cassino;060;FR;Frosinone;120;Lazio;01/01/2013;-;41.49086;13.83333;1
009034;Parafarmacia Le Naiadi;Via della Balduina,189;10147341001;00136;058091;Roma;058;RM;Roma;120;Lazio;01/01/2013;-;41.91642;12.44195;1
009047;SANIPHARM SRL;via monti lepini km 5,5;02768750602;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/01/2013;-;41.6396;13.34263;1
009048;PHARMAESTETIC s.r.l.;via Guido de Ruggiero,78/84;12008461001;00142;058091;Roma;058;RM;Roma;120;Lazio;01/01/2013;-;41.84481;12.48184;1
009053;CENTRO SALUTE VASANELLO S.R.L.;Via San Lanno 119;02099810562;01030;056055;Vasanello;056;VT;Viterbo;120;Lazio;01/01/2013;-;42.42046;12.33493;1
009062;Ipermercato Carrefour Frosinone;Frosinone via Le Lame, 1;08652300156;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/01/2013;-;41.57934;13.33124;1
009065;FARMAFREE - PHARMA SI SRL;VIA MATTEOTTI 148;02684680594;04011;059001;Aprilia;059;LT;Latina;120;Lazio;01/01/2013;-;41.59123;12.64685;1
009069;parafarmscia garozzo;migliara 47 n°8;01213140591;04016;059024;Sabaudia;059;LT;Latina;120;Lazio;01/01/2013;-;41.40011;12.96182;1
009093;PARA FARMACIA SAN GIORGIO SNC;VIA UMBERTO LILLONI 62;12243621005;00125;058091;Roma;058;RM;Roma;120;Lazio;01/02/2013;-;41.77426;12.34315;1
009096;Parafarmacia;via delle terme c/o Agorà;02690850595;04020;059026;Santi cosma e damiano;059;LT;Latina;120;Lazio;01/02/2013;-;41.29889;13.81262;1
009130;PARAFARMACIA;VIA TIBURTINA 177;02703640603;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/02/2013;30/04/2014;41.64998;13.34543;1
009180;WELCOME STORE SRL;VIA CAMPOBELLO 1;12149351004;00040;058079;Pomezia;058;RM;Roma;120;Lazio;01/03/2013;-;41.67954;12.51472;1
009213;+Medical -Affido Reparto Panorama Tiburtina;Via Tiburtina, 757;01590200125;00159;058091;Roma;058;RM;Roma;120;Lazio;01/03/2013;-;41.92395;12.56954;1
009214;+Medical -Affido Reparto Panorama Lunghezza;Via Collatina, 858/860;01590200125;00132;058091;Roma;058;RM;Roma;120;Lazio;01/03/2013;-;41.90488;12.6027;1
009223;Parafarmacia del lago srl;via anguillarese 22b;12218921000;00061;058005;Anguillara sabazia;058;RM;Roma;120;Lazio;01/03/2013;-;42.0808;12.28544;1
009228;Parafarmacia Moderna Ariccia di Agatos;via Nettunense, Km 6,500;12246761006;00040;058009;Ariccia;058;RM;Roma;120;Lazio;01/03/2013;-;41.72111;12.67264;1
009233;parafarmacia sicuramente;via f grimaldi 36;09662221002;00146;058091;Roma;058;RM;Roma;120;Lazio;01/03/2013;-;41.86488;12.46803;1
009235;PARAFARMACIA MALATESTA;VIA ROBERTO MALATESTA N. 140;12301731001;00176;058091;Roma;058;RM;Roma;120;Lazio;01/03/2013;-;41.88735;12.53853;1
009244;PARAFARMACIA ROMANINA;VIA ENRICO FERRI 8;01447650332;00173;058091;Roma;058;RM;Roma;120;Lazio;01/03/2013;-;41.85129;12.60158;1
009251;WELCOME STORE SRL;VIA DELLA GRANDE MURAGLIA 162;12149351004;00144;058091;Roma;058;RM;Roma;120;Lazio;01/04/2013;-;41.82274;12.45577;1
009256;Parafarmacia Dott.De Angelis;Viale G.Marconi snc;10369811004;01015;056049;Sutri;056;VT;Viterbo;120;Lazio;01/04/2013;-;42.2439;12.21854;1
009279;ParaFarmacia Dott.ssa D'Orazio;Via napoli 75/77;02592630608;03036;060043;Isola del liri;060;FR;Frosinone;120;Lazio;01/04/2013;-;41.67812;13.5702;1
009305;Parafarmacia, erboristeria e sanitaria -Passiflora;via villasalto, 102;11153961005;00050;058120;Fiumicino;058;RM;Roma;120;Lazio;01/05/2013;-;41.89786;12.16187;1
009306;BIMBO STORE S.p.A.;via Bernardino Alimena, 38;07308730964;00173;058091;Roma;058;RM;Roma;120;Lazio;01/05/2013;31/12/2013;41.84701;12.60513;1
009306;Dallanoce Distribuzione Srl;via Bernardino Alimena, 38;08450010965;00173;058091;Roma;058;RM;Roma;120;Lazio;01/01/2014;-;41.84701;12.60513;1
009316;Parafarmacia Conad;---- ss.155 per Fiuggi localita' arillette;13258761009;03011;060003;Alatri;060;FR;Frosinone;120;Lazio;01/03/2015;-;41.6643;13.34934;1
009316;Parafarmacia Conad;ss.155 per Fiuggi localita' arillette;02781810607;03011;060003;Alatri;060;FR;Frosinone;120;Lazio;01/05/2013;28/02/2015;41.6643;13.34934;1
009326;PARAFARMACIA DR. PALMIERI FRANCESCO;VIA SALARIA VECCHIA 42;02427720244;00017;058071;Nerola;058;RM;Roma;120;Lazio;01/05/2013;31/03/2014;42.16476;12.74678;1
009327;Parafarmacia dr.ssa Anna;Via Anticolana Km 2;02772810608;03012;060006;Anagni;060;FR;Frosinone;120;Lazio;01/05/2013;-;41.74532;13.15136;1
009337;farmapoint amirkhanian;via mosca 31b;12026081005;00069;058107;Trevignano romano;058;RM;Roma;120;Lazio;01/05/2013;-;42.15905;12.23913;1
009345;PARAFARMACIA ANAGNINA;VIA ANAGNINA 515;12370441003;00118;058091;Roma;058;RM;Roma;120;Lazio;01/05/2013;28/02/2015;41.81991;12.61153;1
009350;F. & F. DI AFFINITO FABIO S.A.S.;VIA BADINO N.126;02377660598;04019;059032;Terracina;059;LT;Latina;120;Lazio;01/05/2013;-;41.29005;13.23716;1
009388;PARAFARMACIA MONFELI;VIA FALERINA,52;02000390563;01034;056024;Fabrica di roma;056;VT;Viterbo;120;Lazio;01/06/2013;-;42.30548;12.34847;1
009389;PHARMA 2013 SRL;VIA MADONNA DELLE GRAZIE N. 95/a;02700820596;04022;059007;Fondi;059;LT;Latina;120;Lazio;01/06/2013;-;41.35252;13.42718;1
009392;Parafarmacia Catallo;Piazzale Lido snc;02788320600;04019;059032;Terracina;059;LT;Latina;120;Lazio;01/06/2013;-;41.29637;13.23327;1
009410;Pharmamedical del dott. Viti Daniele;via del Mare, 61/A;09713671007;00041;058003;Albano laziale;058;RM;Roma;120;Lazio;01/06/2013;-;41.72369;12.60781;1
009417;PARAFARMACIA SANTA MARIA GORETTI;VIA DI SANTA MARIA GORETTI 18/22;02113600569;00199;058091;Roma;058;RM;Roma;120;Lazio;01/06/2013;-;41.93175;12.52089;1
009419;Medical Market;Via del Porto Fluviale n. 22g;04707001006;00154;058091;Roma;058;RM;Roma;120;Lazio;01/06/2013;-;41.8724;12.47862;1
009421;Parafarmacia;Viale Tomei 88;08140370969;00019;058104;Tivoli;058;RM;Roma;120;Lazio;01/06/2013;30/04/2014;41.95947;12.80042;1
009430;+Medical;Viale Pier Luigi Nervi;01590200125;04100;059011;Latina;059;LT;Latina;120;Lazio;01/06/2013;-;41.45622;12.8883;1
009431;+Medical;Via Mario Rigamonti, 100;01590200125;00142;058091;Roma;058;RM;Roma;120;Lazio;01/06/2013;-;41.83636;12.50574;1
009432;+Medical;Via Gino Frontali, 14;01590200125;00166;058091;Roma;058;RM;Roma;120;Lazio;01/06/2013;-;41.91188;12.38927;1
009436;RCFARMA DI CAPUTO ROBERTO;VIA PRIVERNO 21;02538790599;04100;059011;Latina;059;LT;Latina;120;Lazio;01/06/2013;-;41.45582;12.90793;1
009444;Parafarmacia Salaria s.r.ls.;Via Salaria Vecchia 16;01105910572;02037;057054;Poggio moiano;057;RI;Rieti;120;Lazio;01/06/2013;-;42.21148;12.83149;1
009452;PARAFARMACIA GUIDONIA;VIA TIBURTINA 20,5 LOC.MARTELLONA;01447650332;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/06/2013;-;41.99404;12.72454;1
009467;Parafarmacia Mirtense S.A.S. di Tanko Ildiko;Viale Giuseppe De Vito, 24;01106420571;02047;057053;Poggio mirteto;057;RI;Rieti;120;Lazio;01/06/2013;-;42.26558;12.68851;1
009474;parafarmacia pontina srl;via ostia 15;02712850599;04022;059007;Fondi;059;LT;Latina;120;Lazio;01/06/2013;-;41.36074;13.42265;1
009475;Biosanifarma del Dr Julio Lazaro Padron Velazquez;via Bitonto 55-57;12396691003;00133;058091;Roma;058;RM;Roma;120;Lazio;01/06/2013;31/07/2014;41.88784;12.61572;1
009475;Naturfarma della dott.ssa Anna Bagnolo;Via Bitonto 55-57;11941221001;00133;058091;Roma;058;RM;Roma;120;Lazio;01/08/2014;-;41.88784;12.61572;1
009489;Parafarmacia L'Isola;Via Lucio Coilio 11/13;12392051004;00122;058091;Roma;058;RM;Roma;120;Lazio;01/07/2013;-;41.73034;12.27785;1
009515;CONCETTI FLAVIA;VIA SALVATORE GASBARRA 40;05150800588;00126;058091;Roma;058;RM;Roma;120;Lazio;01/07/2013;-;41.7759;12.3362;1
009555;parafarmacia Fasanella Gabriella;via Federico Galeotti 24;12507471006;00167;058091;Roma;058;RM;Roma;120;Lazio;01/08/2013;-;41.90188;12.42368;1
009557;Health Clinic paraFarmacia;via Nerone /via Costantino;12419811000;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/08/2013;-;41.98408;12.71113;1
009576;PARAPHARMA3C;VIA GIUSEPPE GIUSTI 1;12433741001;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/08/2013;-;41.943;12.64693;1
009579;EMPORIO ERBORISTICO ANTICA FARMACIA;VIA GIUSEPPE VERONESE 97;12243811002;00146;058091;Roma;058;RM;Roma;120;Lazio;01/08/2013;-;41.86672;12.46434;1
009590;W PHARMA SRL;Via Alessandria 56/58;12405381000;00198;058091;Roma;058;RM;Roma;120;Lazio;01/09/2013;-;41.91217;12.503;1
009592;Parafarmacia Morini srl;via orti della Farnesina 195;11530431003;00135;058091;Roma;058;RM;Roma;120;Lazio;01/09/2013;-;41.89326;12.48306;1
009596;PARAFARMACIA TORA MAURO;VIA DEGLI ELLENI 14;02717670596;04100;059011;Latina;059;LT;Latina;120;Lazio;01/09/2013;-;41.46402;12.91868;1
009611;Parafarmacia Punto Salute srl;via Duca degli Abruzzi 148/150;12410511005;00055;058116;Ladispoli;058;RM;Roma;120;Lazio;01/09/2013;-;41.94899;12.07545;1
009626;+Medical;Via N. Appia - Centro Comm. Itaca Loc S.Croce;01590200125;04023;059008;Formia;059;LT;Latina;120;Lazio;01/09/2013;-;41.26111;13.62361;1
009646;CICIGI srl;VIA  STIMIGLIANO  36 B;05864641005;00199;058091;Roma;058;RM;Roma;120;Lazio;01/09/2013;-;41.93503;12.51426;1
009668;Martina Farma di Stefanelli Libera;via Appia, 1565/1563;02734550599;04028;059014;Minturno;059;LT;Latina;120;Lazio;01/10/2013;31/12/2014;41.26273;13.7466;1
009670;loredana recchia;via prenestina antica km 62,200;12526551002;00036;058074;Palestrina;058;RM;Roma;120;Lazio;01/10/2013;-;41.83552;12.88899;1
009672;PARAFARMACIA PROTOMARTIRI DI AMEDEO VALENTINI;VIA INNOCENZO XI, 38;12543001007;00165;058091;Roma;058;RM;Roma;120;Lazio;01/10/2013;-;41.89544;12.44032;1
009710;ALPAN SRL;P.LE NERVI N.110/112;02722410590;04100;059011;Latina;059;LT;Latina;120;Lazio;01/10/2013;-;41.46726;12.90357;1
009752;SAADAT GHODSI NIA NEDA;VIA AUGUSTO FRANZOI 22/24;04092060401;00147;058091;Roma;058;RM;Roma;120;Lazio;01/10/2013;-;41.86164;12.50146;1
009758;Baby Market Sora s.r.l.;via Marsicana snc;02723550600;03039;060074;Sora;060;FR;Frosinone;120;Lazio;01/10/2013;-;41.71572;13.61411;1
009770;BROCCHIERI FARMASTORE;VIA GALLIA 13 A B C;10176281003;00183;058091;Roma;058;RM;Roma;120;Lazio;01/10/2013;-;41.89326;12.48306;1
009773;+Medical;Via Mamurrano Loc. Santa Croce snc c/o Centro Commerciale Itaca;01590200125;04023;059008;Formia;059;LT;Latina;120;Lazio;01/10/2013;-;41.26111;13.62361;1
009774;MORELLI FIORELLA;VIA DI VERMICINO , 74;11811751004;00133;058091;Roma;058;RM;Roma;120;Lazio;01/10/2013;-;41.86405;12.66933;1
009775;MORELLI FIORELLA;VIALE UNGHERIA , 18;11811751004;00039;058114;Zagarolo;058;RM;Roma;120;Lazio;01/10/2013;-;41.83838;12.83105;1
009783;latinavete srl;s.s. dei monti lepini km 49900;01702940592;04100;059011;Latina;059;LT;Latina;120;Lazio;01/10/2013;-;41.46726;12.90357;1
009794;Supermercato CONAD;Via Madonna della Sanità;02626860601;03011;060003;Alatri;060;FR;Frosinone;120;Lazio;01/10/2013;-;41.7265;13.3423;1
